epoch,step,train_acc_epoch,train_loss_epoch,val_acc,val_loss
0,4,,,0.8235294222831726,0.47035902738571167
0,4,0.5789473652839661,0.6749644875526428,,
1,9,,,0.8823529481887817,0.26385244727134705
1,9,0.8646616339683533,0.3985516428947449,,
2,14,,,0.970588207244873,0.1602763831615448
2,14,0.8571428656578064,0.2903253436088562,,
